-- SG    KRG    KROG   PCOG
SGOF
0.77959184 0.65615806 0.04893506 0.06999447
0.78877551 0.66950339 0.04344471 0.07282684
0.79795918 0.68293799 0.03817659 0.07603346
0.80714286 0.69646128 0.03314051 0.07970472
0.81632653 0.71007266 0.02834770 0.08396491
0.82551020 0.72377158 0.02381121 0.08899043
0.83469388 0.73755747 0.01954641 0.09504182
0.84387755 0.75142980 0.01557188 0.10252349
0.85306122 0.76538803 0.01191061 0.11210521
0.86224490 0.77943163 0.00859211 0.12499823
0.87142857 0.79356009 0.00565632 0.14368972
0.88061224 0.80777289 0.00316175 0.17443270
0.88979592 0.82206955 0.00120725 0.24043886
0.89897959 0.83644958 0.00003818 0.76033330
0.90816327 0.85091248 0.00000000 300.00000000
0.91734694 0.86545780 0.00000000 300.00000000
0.92653061 0.88008506 0.00000000 300.00000000
0.93571429 0.89479382 0.00000000 300.00000000
0.94489796 0.90958361 0.00000000 300.00000000
0.95408163 0.92445401 0.00000000 300.00000000
0.96326531 0.93940457 0.00000000 300.00000000
0.97244898 0.95443486 0.00000000 300.00000000
0.98163265 0.96954448 0.00000000 300.00000000
0.99081633 0.98473299 0.00000000 300.00000000
1.00000000 1.00000000 0.00000000 300.00000000
/
